"","index","rune","color","word_length","word","gemetria_sequence","img","dots","end_of_page","punct","total_word_count","word_rune_position","total_line_count","end_of_line","rune_by_page","word_gemetria_value","sections","word_by_page","total_rune_position","unused","line_by_page","rune_as_prime","index_of_next_instance","gap_to_next_instance","space_to_next_instance","rune_count_by_sect","word_by_sect"
"4294",4294,"f","black","4","oe,f,th,n",0,"no",NA,17,NA,961,2,199,NA,265,119,4,66,4294,0,12,2,4303,8,7,691,163
"4295",4295,"th","black","4","oe,f,th,n",2,"no",NA,17,NA,961,3,199,NA,266,119,4,66,4295,0,12,5,4344,48,47,692,163
"4296",4296,"n","black","4","oe,f,th,n",9,"no",NA,17,NA,961,4,199,NA,267,119,4,66,4296,0,12,29,4357,60,59,693,163
"4297",4297,"eo","black","2","eo,g",12,"no",NA,17,NA,962,1,199,NA,268,58,4,67,4297,0,12,41,4307,9,8,694,164
"4298",4298,"g","black","2","eo,g",6,"no",NA,17,NA,962,2,199,NA,269,58,4,67,4298,0,12,17,4311,12,11,695,164
"4299",4299,"ea","black","4","ea,l,b,f",28,"no",NA,17,NA,963,1,199,NA,270,245,4,68,4299,0,12,109,4304,4,3,696,165
"4300",4300,"l","black","4","ea,l,b,f",20,"no",NA,17,NA,963,2,199,NA,271,245,4,68,4300,0,12,73,4309,8,7,697,165
"4301",4301,"b","black","4","ea,l,b,f",17,"no",NA,17,NA,963,3,199,NA,272,245,4,68,4301,0,12,61,4315,13,12,698,165
"4302",4302,"f","black","4","ea,l,b,f",0,"no",NA,17,NA,963,4,199,1,273,245,4,68,4302,0,12,2,4351,48,47,699,165
"4303",4303,"ea","black","6","ea,a,j,eo,ea,l",28,"no",NA,18,NA,964,1,200,NA,1,466,4,1,4303,0,1,109,4308,4,3,700,166
"4304",4304,"a","black","6","ea,a,j,eo,ea,l",24,"no",NA,18,NA,964,2,200,NA,2,466,4,1,4304,0,1,97,4326,21,20,701,166
"4305",4305,"j","black","6","ea,a,j,eo,ea,l",11,"no",NA,18,NA,964,3,200,NA,3,466,4,1,4305,0,1,37,4321,15,14,702,166
"4306",4306,"eo","black","6","ea,a,j,eo,ea,l",12,"no",NA,18,NA,964,4,200,NA,4,466,4,1,4306,0,1,41,4346,39,38,703,166
"4307",4307,"ea","black","6","ea,a,j,eo,ea,l",28,"no",NA,18,NA,964,5,200,NA,5,466,4,1,4307,0,1,109,4317,9,8,704,166
"4308",4308,"l","black","6","ea,a,j,eo,ea,l",20,"no",NA,18,NA,964,6,200,NA,6,466,4,1,4308,0,1,73,4329,20,19,705,166
"4309",4309,"r","black","3","r,g,s",4,"no",NA,18,NA,965,1,200,NA,7,81,4,2,4309,0,1,11,4324,14,13,706,167
"4310",4310,"g","black","3","r,g,s",6,"no",NA,18,NA,965,2,200,NA,8,81,4,2,4310,0,1,17,4325,14,13,707,167
"4311",4311,"s","black","3","r,g,s",15,"no",NA,18,NA,965,3,200,NA,9,81,4,2,4311,0,1,53,4380,68,67,708,167
"4312",4312,"w","black","4","w,o,b,i",7,"no",NA,18,NA,966,1,200,NA,10,118,4,3,4312,0,1,19,4338,25,24,709,168
"4313",4313,"o","black","4","w,o,b,i",3,"no",NA,18,NA,966,2,200,NA,11,118,4,3,4313,0,1,7,4331,17,16,710,168
"4314",4314,"b","black","4","w,o,b,i",17,"no",NA,18,NA,966,3,200,NA,12,118,4,3,4314,0,1,61,4377,62,61,711,168
"4315",4315,"i","black","4","w,o,b,i",10,"no",NA,18,NA,966,4,200,NA,13,118,4,3,4315,0,1,31,4319,3,2,712,168
"4316",4316,"ea","black","2","ea,c",28,"no",NA,18,NA,967,1,200,NA,14,122,4,4,4316,0,1,109,4328,11,10,713,169
"4317",4317,"c","black","2","ea,c",5,"no",NA,18,NA,967,2,200,NA,15,122,4,4,4317,0,1,13,4343,25,24,714,169
"4318",4318,"i","black","3","i,d,j",10,"no",NA,18,NA,968,1,200,NA,16,157,4,5,4318,0,1,31,4345,26,25,715,170
"4319",4319,"d","black","3","i,d,j",23,"no",NA,18,NA,968,2,200,NA,17,157,4,5,4319,0,1,89,4336,16,15,716,170
"4320",4320,"j","black","3","i,d,j",11,"no",NA,18,NA,968,3,200,NA,18,157,4,5,4320,0,1,37,4425,104,103,717,170
"4321",4321,"e","black","3","e,m,r",18,"no",NA,18,NA,969,1,200,NA,19,149,4,6,4321,0,1,67,4374,52,51,718,171
"4322",4322,"m","black","3","e,m,r",19,"no",NA,18,NA,969,2,200,NA,20,149,4,6,4322,0,1,71,4375,52,51,719,171
"4323",4323,"r","black","3","e,m,r",4,"no",NA,18,NA,969,3,200,NA,21,149,4,6,4323,0,1,11,4337,13,12,720,171
"4324",4324,"g","black","7","g,a,h,ea,l,g,o",6,"no",NA,18,NA,970,1,200,1,22,343,4,7,4324,0,1,17,4330,5,4,721,172
"4325",4325,"a","black","7","g,a,h,ea,l,g,o",24,"no",NA,18,NA,970,2,201,NA,23,343,4,7,4325,0,2,97,4398,72,71,722,172
"4326",4326,"h","black","7","g,a,h,ea,l,g,o",8,"no",NA,18,NA,970,3,201,NA,24,343,4,7,4326,0,2,23,4333,6,5,723,172
"4327",4327,"ea","black","7","g,a,h,ea,l,g,o",28,"no",NA,18,NA,970,4,201,NA,25,343,4,7,4327,0,2,109,4366,38,37,724,172
"4328",4328,"l","black","7","g,a,h,ea,l,g,o",20,"no",NA,18,NA,970,5,201,NA,26,343,4,7,4328,0,2,73,4431,102,101,725,172
"4329",4329,"g","black","7","g,a,h,ea,l,g,o",6,"no",NA,18,NA,970,6,201,NA,27,343,4,7,4329,0,2,17,4388,58,57,726,172
"4330",4330,"o","black","7","g,a,h,ea,l,g,o",3,"no",NA,18,NA,970,7,201,NA,28,343,4,7,4330,0,2,7,4339,8,7,727,172
"4331",4331,"x","black","2","x,h",14,"no",NA,18,NA,971,1,201,NA,29,70,4,8,4331,0,2,47,4369,37,36,728,173
"4332",4332,"h","black","2","x,h",8,"no",NA,18,NA,971,2,201,NA,30,70,4,8,4332,0,2,23,4353,20,19,729,173
"4333",4333,"ia","black","2","ia,ing",27,"no",NA,18,NA,972,1,201,NA,31,186,4,9,4333,0,2,107,4341,7,6,730,174
"4334",4334,"ing","black","2","ia,ing",21,"no",NA,18,NA,972,2,201,NA,32,186,4,9,4334,0,2,79,4356,21,20,731,174
"4335",4335,"d","black","6","d,r,w,o,p,ia",23,"no",NA,18,NA,973,1,201,NA,33,276,4,10,4335,0,2,89,4359,23,22,732,175
"4336",4336,"r","black","6","d,r,w,o,p,ia",4,"no",NA,18,NA,973,2,201,NA,34,276,4,10,4336,0,2,11,4362,25,24,733,175
"4337",4337,"w","black","6","d,r,w,o,p,ia",7,"no",NA,18,NA,973,3,201,NA,35,276,4,10,4337,0,2,19,4447,109,108,734,175
"4338",4338,"o","black","6","d,r,w,o,p,ia",3,"no",NA,18,NA,973,4,201,NA,36,276,4,10,4338,0,2,7,4354,15,14,735,175
"4339",4339,"p","black","6","d,r,w,o,p,ia",13,"no",NA,18,NA,973,5,201,NA,37,276,4,10,4339,0,2,43,4365,25,24,736,175
"4340",4340,"ia","black","6","d,r,w,o,p,ia",27,"no",NA,18,NA,973,6,201,NA,38,276,4,10,4340,0,2,107,4382,41,40,737,175
"4341",4341,"y","black","3","y,c,th",26,"no",NA,18,NA,974,1,201,NA,39,121,4,11,4341,0,2,103,4396,54,53,738,176
"4342",4342,"c","black","3","y,c,th",5,"no",NA,18,NA,974,2,201,NA,40,121,4,11,4342,0,2,13,4352,9,8,739,176
"4343",4343,"th","black","3","y,c,th",2,"no",NA,18,NA,974,3,201,NA,41,121,4,11,4343,0,2,5,4350,6,5,740,176
"4344",4344,"i","black","4","i,eo,u,i",10,"no",NA,18,NA,975,1,201,NA,42,106,4,12,4344,0,2,31,4348,3,2,741,177
"4345",4345,"eo","black","4","i,eo,u,i",12,"no",NA,18,NA,975,2,201,NA,43,106,4,12,4345,0,2,41,4368,22,21,742,177
"4346",4346,"u","black","4","i,eo,u,i",1,"no",NA,18,NA,975,3,201,NA,44,106,4,12,4346,0,2,3,4381,34,33,743,177
"4347",4347,"i","black","4","i,eo,u,i",10,"no",NA,18,NA,975,4,201,1,45,106,4,12,4347,0,2,31,4355,7,6,744,177
"4348",4348,"oe","black","5","oe,th,f,c,h",22,"no",NA,18,NA,976,1,202,NA,46,126,4,13,4348,0,3,83,4373,24,23,745,178
"4349",4349,"th","black","5","oe,th,f,c,h",2,"no",NA,18,NA,976,2,202,NA,47,126,4,13,4349,0,3,5,4378,28,27,746,178
"4350",4350,"f","black","5","oe,th,f,c,h",0,"no",NA,18,NA,976,3,202,NA,48,126,4,13,4350,0,3,2,4389,38,37,747,178
"4351",4351,"c","black","5","oe,th,f,c,h",5,"no",NA,18,NA,976,4,202,NA,49,126,4,13,4351,0,3,13,4370,18,17,748,178
"4352",4352,"h","black","5","oe,th,f,c,h",8,"no",NA,18,NA,976,5,202,NA,50,126,4,13,4352,0,3,23,4383,30,29,749,178
"4353",4353,"o","black","2","o,i",3,"no",NA,18,NA,977,1,202,NA,51,38,4,14,4353,0,3,7,4372,18,17,750,179
"4354",4354,"i","black","2","o,i",10,"no",NA,18,NA,977,2,202,NA,52,38,4,14,4354,0,3,31,4358,3,2,751,179
"4355",4355,"ing","black","4","ing,n,i,d",21,"no",NA,18,NA,978,1,202,NA,53,228,4,15,4355,0,3,79,4363,7,6,752,180
"4356",4356,"n","black","4","ing,n,i,d",9,"no",NA,18,NA,978,2,202,NA,54,228,4,15,4356,0,3,29,4421,64,63,753,180
"4357",4357,"i","black","4","ing,n,i,d",10,"no",NA,18,NA,978,3,202,NA,55,228,4,15,4357,0,3,31,4408,50,49,754,180
"4358",4358,"d","black","4","ing,n,i,d",23,"no",NA,18,NA,978,4,202,NA,56,228,4,15,4358,0,3,89,4367,8,7,755,180
"4359",4359,"t","black","1","t",16,"no",NA,18,NA,979,1,202,NA,57,59,4,16,4359,0,3,59,4385,25,24,756,181
"4360",4360,"ae","black","5","ae,r,ing,ae,p",25,"no",NA,18,NA,980,1,202,NA,58,335,4,17,4360,0,3,101,4364,3,2,757,182
"4361",4361,"r","black","5","ae,r,ing,ae,p",4,"no",NA,18,NA,980,2,202,NA,59,335,4,17,4361,0,3,11,4446,84,83,758,182
"4362",4362,"ing","black","5","ae,r,ing,ae,p",21,"no",NA,18,NA,980,3,202,NA,60,335,4,17,4362,0,3,79,4379,16,15,759,182
"4363",4363,"ae","black","5","ae,r,ing,ae,p",25,"no",NA,18,NA,980,4,202,NA,61,335,4,17,4363,0,3,101,4399,35,34,760,182
"4364",4364,"p","black","5","ae,r,ing,ae,p",13,"no",NA,18,NA,980,5,202,NA,62,335,4,17,4364,0,3,43,4376,11,10,761,182
"4365",4365,"ea","black","9","ea,d,eo,x,c,ea,o,oe,e",28,"no",NA,18,NA,981,1,202,NA,63,565,4,18,4365,0,3,109,4371,5,4,762,183
"4366",4366,"d","black","9","ea,d,eo,x,c,ea,o,oe,e",23,"no",NA,18,NA,981,2,202,NA,64,565,4,18,4366,0,3,89,4397,30,29,763,183
"4367",4367,"eo","black","9","ea,d,eo,x,c,ea,o,oe,e",12,"no",NA,18,NA,981,3,202,NA,65,565,4,18,4367,0,3,41,4387,19,18,764,183
"4368",4368,"x","black","9","ea,d,eo,x,c,ea,o,oe,e",14,"no",NA,18,NA,981,4,202,NA,66,565,4,18,4368,0,3,47,4386,17,16,765,183
"4369",4369,"c","black","9","ea,d,eo,x,c,ea,o,oe,e",5,"no",NA,18,NA,981,5,202,1,67,565,4,18,4369,0,3,13,4402,32,31,766,183
"4370",4370,"ea","black","9","ea,d,eo,x,c,ea,o,oe,e",28,"no",NA,18,NA,981,6,203,NA,68,565,4,18,4370,0,4,109,4423,52,51,767,183
"4371",4371,"o","black","9","ea,d,eo,x,c,ea,o,oe,e",3,"no",NA,18,NA,981,7,203,NA,69,565,4,18,4371,0,4,7,4403,31,30,768,183
"4372",4372,"oe","black","9","ea,d,eo,x,c,ea,o,oe,e",22,"no",NA,18,NA,981,8,203,NA,70,565,4,18,4372,0,4,83,4392,19,18,769,183
"4373",4373,"e","black","9","ea,d,eo,x,c,ea,o,oe,e",18,"no",4,18,NA,981,9,203,NA,71,565,4,18,4373,0,4,67,4411,37,36,770,183
"4374",4374,"m","black","8","m,p,b,th,ing,s,u,ia",19,"no",NA,18,NA,982,1,203,NA,72,422,4,19,4374,0,4,71,4461,86,85,771,184
"4375",4375,"p","black","8","m,p,b,th,ing,s,u,ia",13,"no",NA,18,NA,982,2,203,NA,73,422,4,19,4375,0,4,43,4429,53,52,772,184
"4376",4376,"b","black","8","m,p,b,th,ing,s,u,ia",17,"no",NA,18,NA,982,3,203,NA,74,422,4,19,4376,0,4,61,4401,24,23,773,184
"4377",4377,"th","black","8","m,p,b,th,ing,s,u,ia",2,"no",NA,18,NA,982,4,203,NA,75,422,4,19,4377,0,4,5,4395,17,16,774,184
"4378",4378,"ing","black","8","m,p,b,th,ing,s,u,ia",21,"no",NA,18,NA,982,5,203,NA,76,422,4,19,4378,0,4,79,4400,21,20,775,184
"4379",4379,"s","black","8","m,p,b,th,ing,s,u,ia",15,"no",NA,18,NA,982,6,203,NA,77,422,4,19,4379,0,4,53,4420,40,39,776,184
"4380",4380,"u","black","8","m,p,b,th,ing,s,u,ia",1,"no",NA,18,NA,982,7,203,NA,78,422,4,19,4380,0,4,3,4393,12,11,777,184
"4381",4381,"ia","black","8","m,p,b,th,ing,s,u,ia",27,"no",NA,18,NA,982,8,203,NA,79,422,4,19,4381,0,4,107,4384,2,1,778,184
"4382",4382,"h","black","3","h,ia,t",8,"no",NA,18,NA,983,1,203,NA,80,189,4,20,4382,0,4,23,4416,33,32,779,185
"4383",4383,"ia","black","3","h,ia,t",27,"no",NA,18,NA,983,2,203,NA,81,189,4,20,4383,0,4,107,4390,6,5,780,185
"4384",4384,"t","black","3","h,ia,t",16,"no",NA,18,NA,983,3,203,NA,82,189,4,20,4384,0,4,59,4405,20,19,781,185
"4385",4385,"x","black","8","x,eo,g,f,ia,ia,oe,u",14,"no",NA,18,NA,984,1,203,NA,83,407,4,21,4385,0,4,47,4427,41,40,782,186
"4386",4386,"eo","black","8","x,eo,g,f,ia,ia,oe,u",12,"no",NA,18,NA,984,2,203,NA,84,407,4,21,4386,0,4,41,4424,37,36,783,186
"4387",4387,"g","black","8","x,eo,g,f,ia,ia,oe,u",6,"no",NA,18,NA,984,3,203,NA,85,407,4,21,4387,0,4,17,4404,16,15,784,186
"4388",4388,"f","black","8","x,eo,g,f,ia,ia,oe,u",0,"no",NA,18,NA,984,4,203,NA,86,407,4,21,4388,0,4,2,4409,20,19,785,186
"4389",4389,"ia","black","8","x,eo,g,f,ia,ia,oe,u",27,"no",NA,18,NA,984,5,203,NA,87,407,4,21,4389,0,4,107,4391,1,0,786,186
"4390",4390,"ia","black","8","x,eo,g,f,ia,ia,oe,u",27,"no",NA,18,NA,984,6,203,1,88,407,4,21,4390,0,4,107,4394,3,2,787,186
"4391",4391,"oe","black","8","x,eo,g,f,ia,ia,oe,u",22,"no",NA,18,NA,984,7,204,NA,89,407,4,21,4391,0,5,83,4413,21,20,788,186
"4392",4392,"u","black","8","x,eo,g,f,ia,ia,oe,u",1,"no",NA,18,NA,984,8,204,NA,90,407,4,21,4392,0,5,3,4445,52,51,789,186
"4393",4393,"ia","black","8","ia,th,y,d,a,ae,ing,b",27,"no",NA,18,NA,985,1,204,NA,91,642,4,22,4393,0,5,107,4450,56,55,790,187
"4394",4394,"th","black","8","ia,th,y,d,a,ae,ing,b",2,"no",NA,18,NA,985,2,204,NA,92,642,4,22,4394,0,5,5,4407,12,11,791,187
"4395",4395,"y","black","8","ia,th,y,d,a,ae,ing,b",26,"no",NA,18,NA,985,3,204,NA,93,642,4,22,4395,0,5,103,4419,23,22,792,187
"4396",4396,"d","black","8","ia,th,y,d,a,ae,ing,b",23,"no",NA,18,NA,985,4,204,NA,94,642,4,22,4396,0,5,89,4406,9,8,793,187
"4397",4397,"a","black","8","ia,th,y,d,a,ae,ing,b",24,"no",NA,18,NA,985,5,204,NA,95,642,4,22,4397,0,5,97,4432,34,33,794,187
"4398",4398,"ae","black","8","ia,th,y,d,a,ae,ing,b",25,"no",NA,18,NA,985,6,204,NA,96,642,4,22,4398,0,5,101,4440,41,40,795,187
"4399",4399,"ing","black","8","ia,th,y,d,a,ae,ing,b",21,"no",NA,18,NA,985,7,204,NA,97,642,4,22,4399,0,5,79,4459,59,58,796,187
"4400",4400,"b","black","8","ia,th,y,d,a,ae,ing,b",17,"no",NA,18,NA,985,8,204,NA,98,642,4,22,4400,0,5,61,4410,9,8,797,187
"4401",4401,"c","black","3","c,o,g",5,"no",NA,18,NA,986,1,204,NA,99,37,4,23,4401,0,5,13,4414,12,11,798,188
"4402",4402,"o","black","3","c,o,g",3,"no",NA,18,NA,986,2,204,NA,100,37,4,23,4402,0,5,7,4428,25,24,799,188
"4403",4403,"g","black","3","c,o,g",6,"no",NA,18,NA,986,3,204,NA,101,37,4,23,4403,0,5,17,4441,37,36,800,188
"4404",4404,"t","black","4","t,d,th,i",16,"no",NA,18,NA,987,1,204,NA,102,184,4,24,4404,0,5,59,4481,76,75,801,189
"4405",4405,"d","black","4","t,d,th,i",23,"no",NA,18,NA,987,2,204,NA,103,184,4,24,4405,0,5,89,4417,11,10,802,189
"4406",4406,"th","black","4","t,d,th,i",2,"no",NA,18,NA,987,3,204,NA,104,184,4,24,4406,0,5,5,4412,5,4,803,189
"4407",4407,"i","black","4","t,d,th,i",10,"no",NA,18,NA,987,4,204,NA,105,184,4,24,4407,0,5,31,4492,84,83,804,189
"4408",4408,"f","black","3","f,b,e",0,"no",NA,18,NA,988,1,204,NA,106,130,4,25,4408,0,5,2,4415,6,5,805,190
"4409",4409,"b","black","3","f,b,e",17,"no",NA,18,NA,988,2,204,NA,107,130,4,25,4409,0,5,61,4456,46,45,806,190
"4410",4410,"e","black","3","f,b,e",18,"no",NA,18,NA,988,3,204,NA,108,130,4,25,4410,0,5,67,4426,15,14,807,190
"4411",4411,"th","black","3","th,oe,c",2,"no",NA,18,NA,989,1,204,NA,109,101,4,26,4411,0,5,5,4620,208,207,808,191
"4412",4412,"oe","black","3","th,oe,c",22,"no",NA,18,NA,989,2,204,NA,110,101,4,26,4412,0,5,83,4422,9,8,809,191
"4413",4413,"c","black","3","th,oe,c",5,"no",NA,18,NA,989,3,204,1,111,101,4,26,4413,0,5,13,4458,44,43,810,191
"4414",4414,"f","black","2","f,h",0,"no",NA,18,NA,990,1,205,NA,112,25,4,27,4414,0,6,2,4418,3,2,811,192
"4415",4415,"h","black","2","f,h",8,"no",NA,18,NA,990,2,205,NA,113,25,4,27,4415,0,6,23,4474,58,57,812,192
"4416",4416,"d","black","6","d,f,y,s,n,oe",23,"no",NA,18,NA,991,1,205,NA,114,359,4,28,4416,0,6,89,4454,37,36,813,193
"4417",4417,"f","black","6","d,f,y,s,n,oe",0,"no",NA,18,NA,991,2,205,NA,115,359,4,28,4417,0,6,2,4491,73,72,814,193
"4418",4418,"y","black","6","d,f,y,s,n,oe",26,"no",NA,18,NA,991,3,205,NA,116,359,4,28,4418,0,6,103,4439,20,19,815,193
"4419",4419,"s","black","6","d,f,y,s,n,oe",15,"no",NA,18,NA,991,4,205,NA,117,359,4,28,4419,0,6,53,4438,18,17,816,193
"4420",4420,"n","black","6","d,f,y,s,n,oe",9,"no",NA,18,NA,991,5,205,NA,118,359,4,28,4420,0,6,29,4435,14,13,817,193
"4421",4421,"oe","black","6","d,f,y,s,n,oe",22,"no",NA,18,NA,991,6,205,NA,119,359,4,28,4421,0,6,83,4433,11,10,818,193
"4422",4422,"ea","black","3","ea,eo,j",28,"no",NA,18,NA,992,1,205,NA,120,187,4,29,4422,0,6,109,4430,7,6,819,194
"4423",4423,"eo","black","3","ea,eo,j",12,"no",NA,18,NA,992,2,205,NA,121,187,4,29,4423,0,6,41,4452,28,27,820,194
"4424",4424,"j","black","3","ea,eo,j",11,"no",NA,18,NA,992,3,205,NA,122,187,4,29,4424,0,6,37,4436,11,10,821,194
"4425",4425,"e","black","2","e,x",18,"no",NA,18,NA,993,1,205,NA,123,114,4,30,4425,0,6,67,4442,16,15,822,195
"4426",4426,"x","black","2","e,x",14,"no",NA,18,NA,993,2,205,NA,124,114,4,30,4426,0,6,47,4437,10,9,823,195
"4427",4427,"o","black","5","o,p,ea,l,a",3,"no",NA,18,NA,994,1,205,NA,125,329,4,31,4427,0,6,7,4434,6,5,824,196
"4428",4428,"p","black","5","o,p,ea,l,a",13,"no",NA,18,NA,994,2,205,NA,126,329,4,31,4428,0,6,43,4476,47,46,825,196
"4429",4429,"ea","black","5","o,p,ea,l,a",28,"no",NA,18,NA,994,3,205,NA,127,329,4,31,4429,0,6,109,4462,32,31,826,196
"4430",4430,"l","black","5","o,p,ea,l,a",20,"no",NA,18,NA,994,4,205,NA,128,329,4,31,4430,0,6,73,4460,29,28,827,196
"4431",4431,"a","black","5","o,p,ea,l,a",24,"no",NA,18,NA,994,5,205,NA,129,329,4,31,4431,0,6,97,4464,32,31,828,196
"4432",4432,"oe","black","3","oe,o,n",22,"no",NA,18,NA,995,1,205,NA,130,119,4,32,4432,0,6,83,4444,11,10,829,197
"4433",4433,"o","black","3","oe,o,n",3,"no",NA,18,NA,995,2,205,NA,131,119,4,32,4433,0,6,7,4443,9,8,830,197
"4434",4434,"n","black","3","oe,o,n",9,"no",NA,18,NA,995,3,205,1,132,119,4,32,4434,0,6,29,4473,38,37,831,197
"4435",4435,"j","black","3","j,x,s",11,"no",NA,18,NA,996,1,206,NA,133,137,4,33,4435,0,7,37,4451,15,14,832,198
"4436",4436,"x","black","3","j,x,s",14,"no",NA,18,NA,996,2,206,NA,134,137,4,33,4436,0,7,47,4455,18,17,833,198
"4437",4437,"s","black","3","j,x,s",15,"no",NA,18,NA,996,3,206,NA,135,137,4,33,4437,0,7,53,4471,33,32,834,198
"4438",4438,"y","black","10","y,ae,g,e,o,oe,u,r,w,u",26,"no",NA,18,NA,997,1,206,NA,136,414,4,34,4438,0,7,103,4475,36,35,835,199
"4439",4439,"ae","black","10","y,ae,g,e,o,oe,u,r,w,u",25,"no",NA,18,NA,997,2,206,NA,137,414,4,34,4439,0,7,101,4506,66,65,836,199
"4440",4440,"g","black","10","y,ae,g,e,o,oe,u,r,w,u",6,"no",NA,18,NA,997,3,206,NA,138,414,4,34,4440,0,7,17,4563,122,121,837,199
"4441",4441,"e","black","10","y,ae,g,e,o,oe,u,r,w,u",18,"no",NA,18,NA,997,4,206,NA,139,414,4,34,4441,0,7,67,4472,30,29,838,199
"4442",4442,"o","black","10","y,ae,g,e,o,oe,u,r,w,u",3,"no",NA,18,NA,997,5,206,NA,140,414,4,34,4442,0,7,7,4469,26,25,839,199
"4443",4443,"oe","black","10","y,ae,g,e,o,oe,u,r,w,u",22,"no",NA,18,NA,997,6,206,NA,141,414,4,34,4443,0,7,83,4449,5,4,840,199
"4444",4444,"u","black","10","y,ae,g,e,o,oe,u,r,w,u",1,"no",NA,18,NA,997,7,206,NA,142,414,4,34,4444,0,7,3,4448,3,2,841,199
"4445",4445,"r","black","10","y,ae,g,e,o,oe,u,r,w,u",4,"no",NA,18,NA,997,8,206,NA,143,414,4,34,4445,0,7,11,4465,19,18,842,199
"4446",4446,"w","black","10","y,ae,g,e,o,oe,u,r,w,u",7,"no",NA,18,NA,997,9,206,NA,144,414,4,34,4446,0,7,19,4470,23,22,843,199
"4447",4447,"u","black","10","y,ae,g,e,o,oe,u,r,w,u",1,"no",NA,18,NA,997,10,206,NA,145,414,4,34,4447,0,7,3,4453,5,4,844,199
"4448",4448,"oe","black","7","oe,ia,j,eo,u,d,x",22,"no",NA,18,NA,998,1,206,NA,146,407,4,35,4448,0,7,83,4486,37,36,845,200
"4449",4449,"ia","black","7","oe,ia,j,eo,u,d,x",27,"no",NA,18,NA,998,2,206,NA,147,407,4,35,4449,0,7,107,4466,16,15,846,200
"4450",4450,"j","black","7","oe,ia,j,eo,u,d,x",11,"no",NA,18,NA,998,3,206,NA,148,407,4,35,4450,0,7,37,4537,86,85,847,200
"4451",4451,"eo","black","7","oe,ia,j,eo,u,d,x",12,"no",NA,18,NA,998,4,206,NA,149,407,4,35,4451,0,7,41,4457,5,4,848,200
"4452",4452,"u","black","7","oe,ia,j,eo,u,d,x",1,"no",NA,18,NA,998,5,206,NA,150,407,4,35,4452,0,7,3,4508,55,54,849,200
"4453",4453,"d","black","7","oe,ia,j,eo,u,d,x",23,"no",NA,18,NA,998,6,206,NA,151,407,4,35,4453,0,7,89,4477,23,22,850,200
"4454",4454,"x","black","7","oe,ia,j,eo,u,d,x",14,"no",NA,18,NA,998,7,206,NA,152,407,4,35,4454,0,7,47,4485,30,29,851,200
"4455",4455,"b","black","3","b,eo,c",17,"no",NA,18,NA,999,1,206,NA,153,115,4,36,4455,0,7,61,4468,12,11,852,201
"4456",4456,"eo","black","3","b,eo,c",12,"no",NA,18,NA,999,2,206,1,154,115,4,36,4456,0,7,41,4496,39,38,853,201
"4457",4457,"c","black","3","b,eo,c",5,"no",NA,18,NA,999,3,207,NA,155,115,4,36,4457,0,8,13,4500,42,41,854,201
"4458",4458,"ing","black","5","ing,l,m,ea,m",21,"no",NA,18,NA,1000,1,207,NA,156,403,4,37,4458,0,8,79,4499,40,39,855,202
"4459",4459,"l","black","5","ing,l,m,ea,m",20,"no",NA,18,NA,1000,2,207,NA,157,403,4,37,4459,0,8,73,4478,18,17,856,202
"4460",4460,"m","black","5","ing,l,m,ea,m",19,"no",NA,18,NA,1000,3,207,NA,158,403,4,37,4460,0,8,71,4463,2,1,857,202
"4461",4461,"ea","black","5","ing,l,m,ea,m",28,"no",NA,18,NA,1000,4,207,NA,159,403,4,37,4461,0,8,109,4490,28,27,858,202
"4462",4462,"m","black","5","ing,l,m,ea,m",19,"no",NA,18,NA,1000,5,207,NA,160,403,4,37,4462,0,8,71,4467,4,3,859,202
"4463",4463,"a","black","7","a,r,ia,m,b,o,w",24,"no",NA,18,NA,1001,1,207,NA,161,373,4,38,4463,0,8,97,4482,18,17,860,203
"4464",4464,"r","black","7","a,r,ia,m,b,o,w",4,"no",NA,18,NA,1001,2,207,NA,162,373,4,38,4464,0,8,11,4487,22,21,861,203
"4465",4465,"ia","black","7","a,r,ia,m,b,o,w",27,"no",NA,18,NA,1001,3,207,NA,163,373,4,38,4465,0,8,107,4510,44,43,862,203
"4466",4466,"m","black","7","a,r,ia,m,b,o,w",19,"no",NA,18,NA,1001,4,207,NA,164,373,4,38,4466,0,8,71,4518,51,50,863,203
"4467",4467,"b","black","7","a,r,ia,m,b,o,w",17,"no",NA,18,NA,1001,5,207,NA,165,373,4,38,4467,0,8,61,4495,27,26,864,203
"4468",4468,"o","black","7","a,r,ia,m,b,o,w",3,"no",NA,18,NA,1001,6,207,NA,166,373,4,38,4468,0,8,7,4558,89,88,865,203
"4469",4469,"w","black","7","a,r,ia,m,b,o,w",7,"no",NA,18,NA,1001,7,207,NA,167,373,4,38,4469,0,8,19,4489,19,18,866,203
"4470",4470,"s","black","5","s,e,n,h,y",15,"no",NA,18,NA,1002,1,207,NA,168,275,4,39,4470,0,8,53,4538,67,66,867,204
"4471",4471,"e","black","5","s,e,n,h,y",18,"no",NA,18,NA,1002,2,207,NA,169,275,4,39,4471,0,8,67,4498,26,25,868,204
"4472",4472,"n","black","5","s,e,n,h,y",9,"no",NA,18,NA,1002,3,207,NA,170,275,4,39,4472,0,8,29,4488,15,14,869,204
"4473",4473,"h","black","5","s,e,n,h,y",8,"no",NA,18,NA,1002,4,207,NA,171,275,4,39,4473,0,8,23,4623,149,148,870,204
